Message_id,Person Who Felt the Emotion,Gender,Cause
s589_bolly,character being addressed,likely male,betrayal
s590_bolly,Seema,Female,inappropriate thoughts about a relationship
s591_bolly,Seema,Female,inappropriate thoughts about a relationship
s592_bolly,tenants,,rebelling against the landlord
s593_bolly,daughter,female,betrayal of trust
s594_bolly,daughter,female,betrayal of trust
s595_bolly,character 1,Male,failure in love and money matters
s596_bolly,speaker,male,being rude
s597_bolly,Colonel,Male,inappropriate behavior
s598_bolly,woman,female,sexual harassment
s599_bolly,Asha,Female,Betrayal and dishonesty
s600_bolly,receiver of the message,,asking for money
s601_bolly,Anand,Male,stealing someone's wife's photo
s602_bolly,character,male,inappropriate behavior towards a girl
s603_bolly,man,male,not conforming to traditional gender roles
s604_bolly,man,male,eve-teasing
s605_bolly,unidentified person,,trespassing/invading personal space
s606_bolly,son,Male,relationship with a lower class girl
s607_bolly,Bobby,Male,Deception and dishonesty
s608_bolly,Bobby,Male,hiding relationship
s609_bolly,Aamna Farhan,Female,being from Jharra and potentially bringing shame to a family
s610_bolly,Bobby,Female,causing stress to family
s611_bolly,Bobby,Female,causing stress to family
s612_bolly,character,,running away from responsibilities
s613_bolly,child,,not meeting parent's expectations
s614_bolly,man,male,dating a girl who was set up for money
s615_bolly,man,male,entering ladies restroom
s616_bolly,college student,Male,lack of knowledge despite long tenure in college
s617_bolly,college student,Male,not graduating on time
s618_bolly,father,male,showing fear and hiding
s619_bolly,Venkatadri,Male,not wearing uniform
s620_bolly,unidentified men,Male,sexual harassment
s621_bolly,unidentified men,Male,sexual harassment
s622_bolly,character dreaming for Radha,Male,not taking responsibilities
s623_bolly,man,male,being blind
s624_bolly,Tulsi aunty,Female,lying
s625_bolly,sighted person,,lack of empathy and carelessness
s626_bolly,man,Male,pretending to be blind
s627_bolly,person being recorded,,invasion of privacy
s628_bolly,person being recorded,,invasion of privacy
s629_bolly,Jimmy Mistry,Male,singing Bollywood songs
s630_bolly,elderly man,Male,behaving inappropriately for his age
s631_bolly,girl,female,applying makeup in public
s632_bolly,cashier,,not being available for work
s633_bolly,character in pictures,,inappropriate behavior
s634_bolly,character being spoken to,likely female,posing for inappropriate pictures
s635_bolly,man,male,being shameless
s636_bolly,men,Male,not protecting their daughters
s637_bolly,prospective groom's family,,treating women as objects for entertainment
s638_bolly,rickshaw driver,Male,being treated as inferior
s639_bolly,Veeru,Male,Always losing in games
s640_bolly,bus owner,,poor condition of the bus
s641_bolly,bus owner/driver,,poor condition of the bus
s642_bolly,Narayan Mishra's son,Male,having a relationship with a girl
s643_bolly,girl,female,eloping with a stranger
s644_bolly,Shakti Samaj member,Male,religious violence
s645_bolly,man,male,disrespecting others
s646_bolly,people who eat ill-gotten food,,eating food earned through dishonest means
s647_bolly,enemy soldiers,,lack of courage and strength
s648_bolly,person receiving the letter,Male,not knowing what a letter is
s649_bolly,character being addressed,Male,disrespecting and challenging authority
s650_bolly,brother,male,being used to defame him
s651_bolly,Rajni's partner,Male,not being able to provide a good life
s652_bolly,opponent,male,losing in boxing
s653_bolly,person who ruined vegetables,,causing damage and not offering help
s654_bolly,Brother,Male,playing a dirty joke on Choti
s655_bolly,character 1,Male,ashamed of his background
s656_bolly,eldest daughter,Female,not being married off first
s657_bolly,man,male,not being Indian
s658_bolly,girl,female,not adhering to traditional female behavior
s659_bolly,Sameer,Male,Overeating and drinking
s660_bolly,servant,likely male,crossing boundaries/limits
s661_bolly,Nakul's wife,Female,behaving inappropriately for her social status
s662_bolly,teacher,female,alleged inappropriate behavior
s663_bolly,girl,female,loving someone not accepted by family
s664_bolly,daughter,female,choosing her own spouse
s665_bolly,husband,Male,dishonour or loss of reputation
s666_bolly,speaker,gender not specified,expressing love openly
s667_bolly,speaker,male,not paying for others
s668_bolly,second speaker,likely male,expressing romantic feelings openly
s669_bolly,two characters,male,being shameless
s670_bolly,man,male,cheating and lying
s671_bolly,Chhotu,Male,speaking ill about someone's life
s672_bolly,Tiwari,Male,Disrespectful behavior towards mother
s673_bolly,minister,male,corruption
s674_bolly,character being addressed,Male,denial of friendship and poor behavior
s675_bolly,kids,,not paying off debt
s676_bolly,unknown,unknown,lying
s677_bolly,CV,Male,Not living up to the expectations of his clan
s678_bolly,son,male,lying to his father
s679_bolly,character,likely male,mispronunciation and lack of knowledge
s680_bolly,sons,male,inappropriate behavior
s681_bolly,girl,female,not respecting the decision made for her
s682_bolly,He,Male,Being heartless and shameless
s683_bolly,woman,female,being assertive or not submissive
s684_bolly,Uncle,Male,Imitating the speaker
s685_bolly,Bhardwaj's son-in-law,Male,living off his daughter
s686_bolly,girl,female,voyeurism
s687_bolly,Banwa,Female,Disrespecting authority
s688_bolly,unknown,male,insolence/disrespect
s689_bolly,girl,female,laziness and disrespect
s690_bolly,Chachi,Female,Changing religion and dubious character
s691_bolly,Haribai,Female,Defaming a respected person
s692_bolly,cricketer,Male,poor performance in sports
s693_bolly,Indian Hockey Team,,poor performance in sports
s694_bolly,cricketer,Male,poor performance in sports
s695_bolly,Indian Hockey Team,,poor performance in sports
s696_bolly,country,,lack of development
s697_bolly,speaker,likely female,inappropriate physical contact
s698_bolly,grandma,female,ogling at young men
s699_bolly,character 1,likely male,lying
s700_bolly,grandma,female,ogling at young men
s701_bolly,character 1,likely male,lying
s702_bolly,Vibha's husband,Male,disrespecting his wife publicly
s703_bolly,civilians,,fighting amongst themselves
s704_bolly,woman,female,not fulfilling expected hospitality norms
s705_bolly,thug,male,criminal activities
s706_bolly,character cracking jokes,likely male,cracking inappropriate jokes
s707_bolly,speaker's brother,Male,association with a disreputable person
s708_bolly,Granny,Female,behaving inappropriately for her age
s709_bolly,man,male,begging and not working
s710_bolly,grandson,male,crying and disturbing meditation
s711_bolly,girl,female,being publicly shamed
s712_bolly,Lormi Police,,poor performance or corruption
s713_bolly,character with one leg,Male,physical disability
s714_bolly,shamed person,,planning to exploit girls
s715_bolly,woman,female,sexual harassment
s716_bolly,speaker,likely male,trying to manipulate others
s717_bolly,Speaker,likely male,encouraging dishonesty and gambling
s718_bolly,character with one leg,Male,physical disability
s719_bolly,speaker,likely male,suggesting to exploit girls
s720_bolly,woman,female,sexual harassment
s721_bolly,speaker,,trying to manipulate others
s722_bolly,character being addressed,likely male,promoting dishonesty and gambling
s723_bolly,character with one leg,Male,physical disability
s724_bolly,shamed person,,planning to exploit girls
s725_bolly,woman,female,sexual harassment
s726_bolly,speaker,likely male,trying to manipulate others
s727_bolly,character,likely male,gambling
s728_bolly,person waiting for government orders,Male,dependency on government
s729_bolly,character,,misusing religion for personal gain
s730_bolly,Champion,Male,not expressing gratitude properly
s731_bolly,character,male,inappropriate behavior
s732_bolly,speaker,male,inappropriate behavior towards a woman
s733_bolly,Manju,Female,not feeling shy or coy
s734_bolly,character 1,likely male,not having enough money
s735_bolly,unmarried woman,Female,trying to establish control over property before marriage
s736_bolly,Unnamed woman,Female,Greed and manipulation
s737_bolly,girl,female,not leaving even after being asked to
s738_bolly,character being addressed,likely male,breaking off a relationship
s739_bolly,Brij,Male,not picking up Chandni from the station
s740_bolly,respected man,Male,inappropriate behavior in public
s741_bolly,speaker,male,behaving shamelessly in public
s742_bolly,character in Delhi,,shamelessness
s743_bolly,speaker,male,being shameless
s744_bolly,boy,male,not maintaining family's social status
s745_bolly,girl,female,trying to win over a man before marriage
s746_bolly,Unnamed woman,Female,trying to win a man's heart for wealth
s747_bolly,girl,female,causing harm to the son
s748_bolly,man,male,breaking off a relationship
s749_bolly,speaker,,not informing about arrival
s750_bolly,man,male,inappropriate behavior in public
s751_bolly,Chandni,Female,shyness
s752_bolly,speaker,male,working in a particular department
s753_bolly,Soniya,Female,Manipulating an innocent man
s754_bolly,character,,dishonesty in building wealth
s755_bolly,Chatur Singh,Male,Impersonating a higher authority
s756_bolly,speaker,male,fear of physical harm
s757_bolly,Unnamed character,,being shameless
s758_bolly,girl,female,behaving inappropriately in front of father
s759_bolly,chef,likely male,inability to feed a hungry man
s760_bolly,girl,female,behaving inappropriately in front of father
s761_bolly,chef,likely male,inability to feed a hungry man
s762_bolly,man,male,inappropriate behavior with a girl
s763_bolly,Wilson,Male,not keeping promises
s764_bolly,girl,female,being in a questionable place with a questionable person
s765_bolly,old lady,female,accused of stealing children
s766_bolly,Uncle's daughter,Female,Disobeying family
s767_bolly,character 1,likely female,being disrespectful and intrusive
s768_bolly,son,male,squandering father's money
s769_bolly,person gobbling daughter's money,Male,misusing daughter's money
s770_bolly,Shekhar,Male,depending on daughter's money
s771_bolly,son,male,expressing love for a girl
s772_bolly,son,male,expressing love for a girl
s773_bolly,son,male,disrespecting and lying to father
s774_bolly,son,male,disrespecting father
s775_bolly,character,female,fighting with family members
s776_bolly,Meena,Female,Accusing sister-in-law of lying and raising hand on her
s777_bolly,speaker,male,perceived failure
s778_bolly,unidentified character,,behaving shamelessly
s779_bolly,brother,male,disrespecting sister-in-law
s780_bolly,Amir,Male,Unknown actions in broad daylight
s781_bolly,speaker,male,being disloyal
s782_bolly,Amir,Male,questioning a woman's past
s783_bolly,person being addressed,likely male,not acknowledging the good deeds of others
s784_bolly,villagers,,inability to protect themselves
s785_bolly,soldiers,Male,lack of preparedness and coordination
s786_bolly,Inspector Barot,Male,being compared to a monkey
s787_bolly,unknown,,disrespecting a mother
s788_bolly,Sandhya,Female,wanting to marry despite knowing about her past
s789_bolly,unidentified person,,intruding without permission
s790_bolly,policeman,male,not maintaining professional boundaries
s791_bolly,police officer,male,sharing a table with a woman
s792_bolly,criminals,male,caught by a female police officer
s793_bolly,man,male,caught by a female police officer
s794_bolly,son,male,getting beaten for a girl
s795_bolly,Mr. Srivastava,Male,being protected by a woman
s796_bolly,son,male,not meeting parent's expectations
s797_bolly,Johnson,Male,causing Sukhendu's death
s798_bolly,foreign officers,,failure to maintain law and order
s799_bolly,people in power,,corruption and deceit
s800_bolly,wealthy people,,hiding their wrongdoings behind wealth
s801_bolly,rich people,,hiding their wrongdoings behind wealth
s802_bolly,society,,materialism and wealth obsession
s803_bolly,speaker,female,lack of education and domestic skills
s804_bolly,speaker,female,lack of education and skills
s805_bolly,young woman,Female,being a widow
s806_bolly,Moosa,Male,not offering a welcome drink
s807_bolly,baldy,male,interfering in private matters
s808_bolly,brother,male,engaging in theft and robbery
s809_bolly,Speaker,Male,Making inappropriate comments
s810_bolly,speaker,likely female,interrupting a meeting
s811_bolly,Bhagwan,Male,lying and not providing well
s812_bolly,girl,female,physical violence
s813_bolly,man,male,pretending to be a couple for accommodation
s814_bolly,couple,,pretending to be married for accommodation
s815_bolly,accuser,,false accusations
s816_bolly,person being threatened,,aggressive behavior
s817_bolly,woman,female,inappropriate behavior and lack of respect
s818_bolly,unknown woman,female,unknown reason
s819_bolly,Sagar,Male,abandoning his wife
s820_bolly,wife,female,abandoned by husband
s821_bolly,woman,female,immoral behavior
