Message_id,Person Who Felt the Emotion,Gender,Cause
WP2669_holly,father,male,saving Mr. Devlin's career
WP2670_holly,Mama,female,
WP2671_holly,Mama,female,son's bravery and honor
WP2672_holly,father,male,son's physical health and attributes
WP2673_holly,character,gender NA,being the best at school
WP2674_holly,unidentified speaker,unknown,
WP2675_holly,Catania,female,
WP2676_holly,father,male,son becoming a soldier and a hero
WP2677_holly,Italy,,for training for the glory of Italy
WP2678_holly,She,female,her farmhouse
WP2679_holly,speaker,gender not explicit,achieving a shared goal
WP2680_holly,presenter,gender NA,presenting the first-place trophy
WP2681_holly,I,gender not explicit,for staying authentic and keeping it real
WP2682_holly,brother,male,marrying an Iranian woman who is a great musician and singer
WP2683_holly,,,
WP2684_holly,You,male,
WP2685_holly,grandfather,male,first day of adventure
WP2686_holly,grandfather,male,
WP2687_holly,father,male,son's achievement not explicitly mentioned)
WP2688_holly,,,
WP2689_holly,working girl,female,
WP2690_holly,Dawn,female,defending her family and being loyal to her work
WP2691_holly,James,male,not poisoning someone
WP2692_holly,speaker,gender not explicit,
WP2693_holly,Gloria,female,Cecil getting a job at the White House
WP2694_holly,Mama,female,making potato salad
WP2695_holly,Mama,female,
WP2696_holly,Dad,male,
WP2697_holly,daddy,male,son's actions
WP2698_holly,mama,female,being with a good man
WP2699_holly,son,male,being the speaker's son
WP2700_holly,speaker 2,gender NA,saving lives
WP2701_holly,,,
WP2702_holly,speaker,gender not explicit,joining the military
WP2703_holly,Dad,male,Conor's game performance
WP2704_holly,He,male,
WP2705_holly,She,female,her drawings
WP2706_holly,Ellis,male,getting all As
WP2707_holly,Ellis,male,participating in a race
WP2708_holly,one of the worst movies ever,gender not explicit,being involved in one of the worst movies ever
WP2709_holly,person involved in the movie,gender NA,being involved in one of the worst movies ever
WP2710_holly,speaker 2,gender not explicit,for being a successful single lawyer
WP2711_holly,speaker 2,gender not explicit,telling about the takeover
WP2712_holly,Henry,male,sister's impressive skills
WP2713_holly,speaker,gender not explicit,choosing a life partner like Gay Focker
WP2714_holly,He,male,being the champ of 259th Street
WP2715_holly,son's parent,not specified,for creating an artwork
WP2716_holly,Milton,male,acquiring a famous suit
WP2717_holly,he,male,
WP2718_holly,Robert,male,doing good work
WP2719_holly,King and I,not specified,Super Sparkle's noble deeds and bravery
WP2720_holly,Super Sparkle,female,being a superhero
WP2721_holly,parents,not specified,their daughter's bravery
WP2722_holly,Dark Sparkle,,
WP2723_holly,Uncle Kristoff,male,preserving the future of the realm
WP2724_holly,speaker 2,gender not explicit,following in speaker 2's footsteps
WP2725_holly,Lisa,female,pursuing something persistently
WP2726_holly,Rob,male,
WP2727_holly,Rob,male,
WP2728_holly,Alex,male,being a Bumble Bee
WP2729_holly,Dad,male,Alex's responsibility and seriousness towards chores
WP2730_holly,father,male,son wearing Bumble Bee Girl uniform
WP2731_holly,Codswallop,male,being from a long line of bumpkins
WP2732_holly,Plastic surgeon,male,his work
WP2733_holly,Claudia,female,
WP2734_holly,speaker,gender NA,getting novel into a writing program
WP2735_holly,speaker,gender not explicit,blowing up or succeeding
WP2736_holly,,,
WP2737_holly,,,
WP2738_holly,,,
WP2739_holly,,,
WP2740_holly,,,
WP2741_holly,,,
WP2742_holly,,,
WP2743_holly,,,
WP2744_holly,,,
WP2745_holly,Buddy,male,
WP2746_holly,characters,not specified,solving a case
WP2747_holly,mother,female,
WP2748_holly,,,
WP2749_holly,You,male,paying tribute and appreciating accomplishments of strangers
WP2750_holly,Sheep,male,
WP2751_holly,Speaker,unknown,Mike doing a good job
WP2752_holly,Mike,male,becoming the new team manager
WP2753_holly,Mike's acquaintance,gender NA,Mike's indomitable spirit and progress
WP2754_holly,Dad,male,
WP2755_holly,speaker,gender not explicit,running a respectable campaign
WP2756_holly,speaker,gender not explicit,being a member of Senator McCain's team
WP2757_holly,Sarah,female,her independence
WP2758_holly,Maria,female,Bristol's decision to have her baby
WP2759_holly,Bristol's parents,not specified,decision to have her baby
WP2760_holly,Governor,male,Bristol's decision to have her baby
WP2761_holly,Bristol's parents,not specified,Bristol's decision to have her baby
WP2762_holly,father,male,son going to Iraq
WP2763_holly,Mark,male,maintaining American tradition
WP2764_holly,John,male,
WP2765_holly,He,male,his education
WP2766_holly,teacher,female,student's potential for greatness
WP2767_holly,James Morasco,male,his education
WP2768_holly,Stephen Green,male,serving with Captain Johnny Duncan
WP2769_holly,Dimitris,male,being a proud graduate of the Bay City School of Massage Therapy
WP2770_holly,Speaker,gender not explicit,representing the voiceless people
WP2771_holly,speaker,gender NA,representing and working for the people of California
WP2772_holly,Edwin Epps,male,being a 'nigger breaker'
WP2773_holly,Speaker 1,gender not explicit,owning property
WP2774_holly,Everybody,Not specified,being brave
WP2775_holly,,,
WP2776_holly,Sir William,male,making nation proud and safe
WP2777_holly,teach,female,
WP2778_holly,speaker,gender NA,ending the life of a Nazi war criminal
WP2779_holly,,,
WP2780_holly,He,male,
WP2781_holly,Mariposa,female,flying and having beautiful wings
WP2782_holly,George,male,attempting to reach the top despite odds
WP2783_holly,Mrs. Rivera,female,getting good at something
WP2784_holly,Mike,male,
WP2785_holly,,,
WP2786_holly,,,
WP2787_holly,Man,male,
WP2788_holly,,,
WP2789_holly,Thorin,male,protecting secrets and stubbornness
WP2790_holly,infamous brother,male,outstanding performance
WP2791_holly,,,
WP2792_holly,,,
WP2793_holly,Pop,male,
WP2794_holly,Pop,male,expressing love
WP2795_holly,mother,female,demonstrating true monster heart and rewriting the school charter
WP2796_holly,mother,female,rewriting the school charter
WP2797_holly,speaker,gender NA,announcement of a new moon
WP2798_holly,Galen,male,completion of the battle station
WP2799_holly,Krennic,male,completing the battle station
WP2800_holly,Jyn's father,male,Jyn's actions
WP2801_holly,President,male,close relationship with the United Kingdom
WP2802_holly,speaker,gender not explicit,having a trustworthy and reliable friend
WP2803_holly,university representative,not specified,student's potential talent
WP2804_holly,speaker 1,gender not explicit,creating good songs
